f3,f4,f6,f9,f10,f15,f16,f17,f18,f19,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,duration_min,hour,day_of_week,season,f1_Source1,f1_Source2,f1_Source3,f12_US/Central,f12_US/Eastern,f12_US/Mountain,f12_US/Pacific,y
-1.62,0.71,-0.33,502,7818,1.55,0.67,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.03,-0.93,-0.88,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.35,1.06,-0.33,80,3053,1.06,0.38,-3.1,1548,0.47,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-1.44,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.77,1.06,-0.33,313,2620,-1.76,0.01,0.34,3415,0.4,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,0.22,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.19,0.28,-0.33,179,1488,0.53,0.47,0.34,3067,0.4,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-1.44,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.84,0.84,0.13,274,7818,0.18,0.33,0.34,2341,0.06,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.38,-1.36,-0.32,4635,15346,-2.2,0.41,0.34,2650,-0.32,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,0.78,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
0.81,-0.59,0.27,23,762,-1.18,-4.68,0.34,2650,1.09,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,3
-0.63,0.83,-0.19,83,3372,0.22,0.51,0.34,8869,-1.32,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.01,0.78,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.45,0.71,0.25,18,7818,1.55,0.41,-2.65,8869,-1.32,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.74,0.78,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.32,0.52,-0.33,283,1401,0.09,0.4,0.34,3162,0.08,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.91,0.22,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.1,0.58,3.91,21,7818,0.49,0.43,0.34,2341,-0.11,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.03,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.44,-1.35,-0.33,4635,15346,-0.92,0.55,0.34,961,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,1.89,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.11,0.74,-0.21,237,7818,-1.18,0.71,0.34,3415,0.06,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,1.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.17,0.86,-0.28,10,2633,-1.93,-0.64,0.34,3402,0.92,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.01,1.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.54,-1.0,-0.33,931,1498,-1.45,0.24,0.34,999,-0.72,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.36,0.78,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,3
-1.17,0.76,-0.33,377,7818,-0.61,0.42,0.34,3175,0.4,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,0.22,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
2.25,-1.58,-0.13,499,960,1.55,0.61,0.34,2650,-0.46,3144,-0.02,2.79,-0.07,-0.28,19.17,-0.01,-0.16,-0.03,2.4,-0.03,1.83,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
0.6,1.03,0.47,57,1021,-1.14,0.24,0.34,3282,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.47,0.59,-0.33,487,1476,-0.39,0.32,0.34,1548,1.26,6441,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-1.17,0.75,-0.03,377,7818,1.11,0.35,0.34,2317,-0.46,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.65,-1.55,-0.33,57,15346,-0.79,0.16,0.34,3067,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.56,-0.33,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.62,0.59,-0.33,330,1056,0.89,0.63,-1.53,1548,0.26,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.11,-0.33,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.24,0.65,-0.32,153,1401,0.75,0.2,-0.03,1548,1.66,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.09,0.7,0.9,72,3093,-1.18,-1.58,0.34,2650,0.06,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.88,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.51,0.77,-0.29,2186,7818,1.37,0.42,0.34,3749,-0.46,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.65,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,4
-0.47,-1.33,-0.03,2186,15346,0.09,0.54,0.34,3333,0.0,7266,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,0.91,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,3
-0.75,-0.94,-0.33,368,1498,-2.55,-2.55,0.34,2907,-0.46,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.54,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,1
0.58,0.59,0.09,330,1056,0.14,-0.16,0.34,3749,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.63,0.84,-0.33,83,3372,0.71,0.7,0.34,1340,-0.32,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.3,-0.22,-0.33,342,5086,0.84,0.44,0.34,2650,-0.13,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
1.13,0.39,0.99,291,1460,-0.92,-0.36,0.34,3415,0.92,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.19,0.22,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.83,0.84,-0.32,274,7818,0.62,0.02,0.34,3175,0.66,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.23,1.0,-0.27,141,2633,-0.04,0.12,0.34,2743,-0.11,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.36,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.12,1.06,-0.33,48,2633,-1.71,0.17,0.34,3402,1.44,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,0.78,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.66,-0.11,0.83,1410,5086,0.18,-0.02,0.34,3415,0.4,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-2.02,0.83,1.12,2298,7818,0.84,0.49,-1.91,2319,0.06,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.69,0.1,0.63,113,1770,1.24,-0.12,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-1.44,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.08,0.43,-0.1,3,1488,1.55,-0.18,-3.22,3422,0.4,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.93,-1.44,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,4
-0.45,-1.35,-0.23,4635,15346,-0.92,0.4,0.34,2516,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.26,0.19,-0.04,5,204,1.28,-0.05,0.34,3067,0.92,173,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.03,-0.33,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.22,0.77,-0.13,36,7818,-1.14,0.32,0.34,3162,0.92,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,1.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.88,1.18,-0.17,215,1220,-1.54,0.98,0.34,2743,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,0.78,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.85,1.17,0.11,352,1220,-0.52,0.11,0.34,2907,1.45,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
1.29,0.33,0.41,4,294,-0.04,0.39,0.34,3333,0.0,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,2.02,-1.44,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,4
-0.48,-1.29,-0.33,791,15346,0.09,0.37,0.34,3067,-0.32,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,-0.88,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.68,-0.58,0.19,62,762,-1.89,-5.72,0.34,3402,2.64,91,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
1.04,1.25,0.8,120,581,0.27,0.32,-0.78,3175,-0.13,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.0,0.46,-0.31,870,1488,0.31,-0.15,0.34,3422,-0.29,7121,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.33,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.66,-0.11,0.15,1410,5086,0.97,0.37,0.34,8869,-1.32,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-2.03,0.83,-0.1,2298,7818,0.97,0.52,-1.53,2907,-0.8,154,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.73,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.97,1.19,0.75,93,3053,1.24,0.15,-3.03,2516,1.78,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,1
-1.13,0.21,-0.33,690,1371,0.31,0.5,0.34,2364,-0.29,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.38,-0.33,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.51,-1.54,-0.33,56,1583,0.44,-2.91,0.34,8869,-1.32,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.74,1.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.26,0.99,-0.33,256,2633,-0.35,0.13,0.34,3749,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
2.34,-1.58,0.46,107,960,-0.48,0.53,0.34,3282,1.61,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,1.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.86,1.16,-0.04,352,1220,0.75,0.6,0.34,1614,0.47,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.41,-1.35,-0.3,4635,15346,-1.71,0.29,0.34,2317,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,1.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-2.04,0.83,-0.32,2298,7818,0.49,0.53,0.34,2319,1.26,6441,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.85,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.11,0.95,0.53,31,3093,0.67,0.32,0.34,3402,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.71,0.7,-0.19,192,7818,-0.74,0.54,0.34,2516,0.23,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.73,-0.88,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.01,0.83,-0.26,2298,7818,-0.52,0.46,0.34,2364,1.09,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.02,0.73,-1.44,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.14,0.48,-0.3,38,7818,0.71,0.71,-3.03,8869,-1.32,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,0.22,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.49,-1.33,-0.3,2186,15346,0.22,0.14,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.85,0.78,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.28,0.99,-0.33,256,2633,-0.79,0.07,0.34,3282,0.06,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,1
0.96,0.99,6.36,35,2620,1.55,-1.05,0.34,2341,0.23,47,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.48,1.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
1.32,0.52,-0.33,283,1401,-0.44,0.19,0.34,3162,1.85,3473,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.36,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.01,0.83,-0.08,2298,7818,0.49,0.5,0.34,2516,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.46,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.41,-1.31,-0.22,957,15346,-1.4,-0.51,0.34,2317,-0.8,173,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.36,0.78,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.08,0.92,-0.33,1123,3093,1.15,0.57,0.34,3175,-0.13,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,1.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.35,-1.31,-0.33,957,15346,-0.0,-2.63,0.34,3067,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,1.33,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
1.04,-1.0,-0.25,26,775,1.19,0.55,-3.22,3333,0.0,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.52,-1.0,-0.33,931,1498,-0.48,-0.89,0.34,2319,0.23,7121,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-1.11,0.22,1.22,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,2
0.34,-1.57,-0.33,443,15346,-1.49,0.29,-1.16,2907,0.47,692,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-0.56,-1.12,-0.87,8.76,-0.52,-0.93,-0.24,1.65,3
-1.52,0.77,-0.16,2186,7818,-0.88,0.46,0.34,2276,0.92,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.19,-1.44,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.53,1.01,-0.32,355,2633,-1.18,0.83,0.34,2319,-0.13,9013,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,-1.44,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.71,0.49,-0.33,557,589,0.4,-0.42,0.34,2743,-0.46,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,-0.88,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.29,-1.32,-0.03,4635,15346,-2.15,-2.13,0.34,3422,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.91,-1.44,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.54,1.02,-0.21,158,160,0.49,0.42,0.34,3749,0.4,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.74,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.44,0.72,-0.2,5,3372,1.55,-0.12,-3.31,8869,-1.32,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.22,-1.44,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.5,-1.32,-0.33,2186,15346,0.09,0.45,-0.78,3402,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.78,1.22,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
-0.42,-1.35,-0.32,4635,15346,-0.13,0.48,0.34,3402,-0.29,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.73,0.78,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.1,1.27,0.48,150,581,-0.52,1.03,0.34,3067,0.26,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,0.54,-0.88,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.07,0.93,-0.33,1123,3093,-0.17,-0.26,0.34,3402,0.4,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.05,0.83,-0.32,2298,7818,0.44,0.62,0.34,2907,-0.72,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.93,-0.88,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.0,0.45,-0.29,870,1488,1.11,-0.07,0.34,3333,0.0,3473,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.74,-0.33,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
0.4,-1.58,0.23,87,15346,1.06,0.33,0.34,3402,0.92,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,0.22,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.59,-1.52,-0.29,56,1583,-1.76,-2.7,0.34,2317,-0.29,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.13,0.48,-0.33,45,7818,-1.49,0.76,0.34,2743,2.47,321,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.38,0.22,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.46,-1.31,-0.32,791,15346,-2.15,0.49,0.34,2276,1.26,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-0.33,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
-0.13,-0.16,-0.33,387,738,-1.4,-0.93,0.34,3175,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.73,0.78,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.73,0.68,-0.23,266,1056,-0.26,-0.42,0.34,3162,-0.8,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.22,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
1.71,0.08,-0.23,585,1770,-0.3,-0.66,-0.03,3749,1.09,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.22,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.16,-0.17,-0.33,903,5086,-0.79,0.33,0.34,1340,-0.72,7266,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.46,-0.33,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.55,1.01,-0.33,1220,1021,1.37,0.63,-0.41,2364,1.26,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.56,0.78,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.64,-0.12,0.24,1410,5086,-1.8,0.31,0.34,2276,0.92,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,3
-2.01,0.84,-0.31,2298,7818,-0.26,0.4,0.34,3749,1.26,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.61,0.59,-0.33,330,1056,-1.23,-0.4,0.34,3175,0.75,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,1.89,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.7,1.1,-0.33,109,122,-0.3,0.73,0.34,3415,-0.72,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,1.1,0.78,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
